Object Type,Title,Item ARK,Parent ARK,File Name,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Named subject,Note,Place of origin,Publisher.publisherName,Repository,Resource type,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject,Subject geographic,Subject temporal
Work,Ramakatane archive 2244,ark:/21198/z137921x,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a29_0043_011.tif,,Ramakatane Archive (Lesotho National Museum),"Two women standing side by side in matching printed skirts and knitted poorboy hats with pom poms, photographed in Mr. M.T. Ramakatane's City Centre Studio",1979 - 1980,1979/1980,,,,6 x 6cm,1 negative,,black-and-white photographs,,A29_Ramakatane_43_11,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 2245,ark:/21198/z1zg8jj7,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a29_0045_009.tif,,Ramakatane Archive (Lesotho National Museum),"Smiling man in platform shoes holding smiling woman in high heeled shoes, photographed in Mr. M.T. Ramakatane's City Centre Studio",1979 - 1980,1979/1980,,,,6 x 6cm,1 negative,,black-and-white photographs,,A29_Ramakatane_45_09,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2246,ark:/21198/z1tq7swd,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a29_0048_002.tif,,Ramakatane Archive (Lesotho National Museum),"Young boy in preschool graduation clothes sand mortar hat standing with his hands hanging loosely on the sides, photographed in Mr. M.T. Ramakatane's City Centre Studio",1979 - 1980,1979/1980,,,,6 x 6cm,1 negative,,black-and-white photographs,,A29_Ramakatane_48_02,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Boys,,
Work,Ramakatane archive 2247,ark:/21198/z1pz725g,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a29_0051_008.tif,,Ramakatane Archive (Lesotho National Museum),"Athletic teen in Maseru High School t-shirt and short shorts holding hands with friend in jacket and long pants, photographed in Mr. M.T. Ramakatane's City Centre Studio",1979 - 1980,1979/1980,,,,6 x 6cm,1 negative,,black-and-white photographs,,A29_Ramakatane_51_08,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Teens,,
Work,Ramakatane archive 2248,ark:/21198/z1k669f2,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a29_0060_009.tif,,Ramakatane Archive (Lesotho National Museum),"Two young women standing side by side in matching hats and blankets and dressed in traditional attire, photographed in Mr. M.T. Ramakatane's City Centre Studio",1979 - 1980,1979/1980,,,,6 x 6cm,1 negative,,black-and-white photographs,,A29_Ramakatane_60_09,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 2249,ark:/21198/z1fj485h,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a29_0077_009.tif,,Ramakatane Archive (Lesotho National Museum),"Smiling female bodybuilder squatting with arms stretching a chest expander, photographed in Mr. M.T. Ramakatane's City Centre Studio",1979 - 1980,1979/1980,,,,6 x 6cm,1 negative,,black-and-white photographs,,A29_Ramakatane_77_09,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 252,ark:/21198/z19s3hcw,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0001_005.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in a print dress standing with her hand on her waist and another leaning on radiogram, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_01_05,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 253,ark:/21198/z1612rm1,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0003_005.tif,,Ramakatane Archive (Lesotho National Museum),"Woman with purse on her lap touching man on the shoulder seated next to her with his arm wrapped around her waist, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_03_05,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 254,ark:/21198/z12820wp,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0003_008.tif,,Ramakatane Archive (Lesotho National Museum),"Man in sunglasses dressed in a suit and tie seated next to empty stool with his hands crossed on his lap, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_03_08,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 255,ark:/21198/z1xh1hg9,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0005_001.tif,,Ramakatane Archive (Lesotho National Museum),"Young couple in berets seated shoulder to shoulder and holding hands, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_05_01,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 256,ark:/21198/z1sr0rs1,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0006_002.tif,,Ramakatane Archive (Lesotho National Museum),"Man in golf hat with his hands clasped around his raised knee facing camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_06_02,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 257,ark:/21198/z1p0011z,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0006_008.tif,,Ramakatane Archive (Lesotho National Museum),"Barefooted man in a blanket standing next to seated man in a blanket holding up a copy of Public eye, ear and mouth with King Moshoeshoe II on the cover, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_06_08,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 258,ark:/21198/z1j97zr2,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0006_012.tif,,Ramakatane Archive (Lesotho National Museum),"Group of children dressed in formal clothing and smiling to the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_06_12,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Children,,
Work,Ramakatane archive 259,ark:/21198/z1dj770p,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0007_003.tif,,Ramakatane Archive (Lesotho National Museum),"Young hip man in plaid shirt and sunglasses seated facing radiogram and looking into the distance, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_07_03,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 260,ark:/21198/z18s6g62,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0007_010.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in curled hair and a two piece dress suit with hands clasped on her lap, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_07_10,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 261,ark:/21198/z1515qh3,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0008_002.tif,,Ramakatane Archive (Lesotho National Museum),"Close up of man in spectacles in suit and tie, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_08_02,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 262,ark:/21198/z1184ztt,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0008_002a.tif,,Ramakatane Archive (Lesotho National Museum),"Close up of bald headed middle-aged man in v-neck sweater inside striped suit and tie, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_08_02a,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 263,ark:/21198/z1wh4gcc,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0008_006.tif,,Ramakatane Archive (Lesotho National Museum),"Couple in winter coats seated close together with the man holding walking stick between his legs,photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_08_06,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 264,ark:/21198/z1rr3qkr,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0008_009.tif,,Ramakatane Archive (Lesotho National Museum),"Young man in oxford shoes, licking his tongue in walking pose, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_08_09,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 265,ark:/21198/z1n31p9h,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0009_008.tif,,Ramakatane Archive (Lesotho National Museum),"Older man in spectacles and suit and tie seated with his hand hanging loosely between his legs, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_09_08,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 266,ark:/21198/z1hb0xjb,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0010_005.tif,,Ramakatane Archive (Lesotho National Museum),"Man with guitar standing next to seated man holding his lower leg up to his knee, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_10_05,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 267,ark:/21198/z1ck05sj,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0010_008.tif,,Ramakatane Archive (Lesotho National Museum),"Woman with blanket pinned on her shoulder holding up a toddler inside a victorian blanket, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_10_08,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Families,,
Work,Ramakatane archive 268,ark:/21198/z17s9f2p,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0011_010.tif,,Ramakatane Archive (Lesotho National Museum),"Infant in a baby bucket hat seated on a tjale blanket placed on the floor and looking up, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_11_10,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Children,,
Work,Ramakatane archive 269,ark:/21198/z1418pd5,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0014_007.tif,,Ramakatane Archive (Lesotho National Museum),"Young man intimately leaning on the chest of young woman seated behind him on straw mat,photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_14_07,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 270,ark:/21198/z1087xpf,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0016_002.tif,,Ramakatane Archive (Lesotho National Museum),"Smiling man putting a ring on a woman seated next to him, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_16_02,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 271,ark:/21198/z1vm64mv,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0016_004.tif,,Ramakatane Archive (Lesotho National Museum),"Two standing teenage girls in school uniform touching flowers in a vase placed between them, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_16_04,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,
Work,Ramakatane archive 272,ark:/21198/z1qv5cxk,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0016_009.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in two piece striped outfit standing next to smiling man in an explorer suit with a cigarette in hand both leaning on radiogram, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_16_09,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 273,ark:/21198/z1m34n4p,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0017_010.tif,,Ramakatane Archive (Lesotho National Museum),"Infant in christening regalia and baby bonnet seated on a straw mat, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_17_10,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Children,,
Work,Ramakatane archive 274,ark:/21198/z1gb3wch,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0018_002.tif,,Ramakatane Archive (Lesotho National Museum),"Young woman in short natural hair box braids and striped dress with brooch, seated with her hands hanging on her sides, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_18_02,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 275,ark:/21198/z1bk34pm,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0018_005.tif,,Ramakatane Archive (Lesotho National Museum),"Man in overalls leaning on a car and shaking the hand of a man with hand on his waist, photographed on location",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_18_05,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 276,ark:/21198/z16t2d16,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0019_007.tif,,Ramakatane Archive (Lesotho National Museum),"Man looking into the face of woman in a dashiki print dress seated next to him, intimate, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_19_07,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 277,ark:/21198/z1321n9s,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0019_008.tif,,Ramakatane Archive (Lesotho National Museum),"Man standing in spectacles wearing a clergy robe and holding up a Bible to his torso, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_19_08,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 278,ark:/21198/z1zc9v78,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0019_010.tif,,Ramakatane Archive (Lesotho National Museum),"Infant in a teething collar (khoetsa) wearing only a diaper in a waterproof cover seated on a straw mat, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_19_10,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Children,,
Work,Ramakatane archive 279,ark:/21198/z1tm93gg,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0023_002.tif,,Ramakatane Archive (Lesotho National Museum),"Young woman in sunglasses and a plaid dress looking into the distance and seated next to radiogram with a stool placed in front of it, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_23_02,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 280,ark:/21198/z1pv8bq9,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0023_009.tif,,Ramakatane Archive (Lesotho National Museum),"Close up of smiling man in a suit and tie with his hands on rested on his knee, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_23_09,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 281,ark:/21198/z1k37kzf,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0024_001.tif,,Ramakatane Archive (Lesotho National Museum),"Seated man holding young daughter who is kneeling on his lap, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_24_01,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Families,,
Work,Ramakatane archive 282,ark:/21198/z1fb6v8k,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0024_002.tif,,Ramakatane Archive (Lesotho National Museum),"Two young women in straw sun hats standing facing each other and holding hands, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_24_02,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,
Work,Ramakatane archive 283,ark:/21198/z19k63kp,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0027_002.tif,,Ramakatane Archive (Lesotho National Museum),"Seated homeless man in tattered clothing, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_27_02,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 284,ark:/21198/z15t5bwd,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0027_005.tif,,Ramakatane Archive (Lesotho National Museum),"Young traditional healer dressed in regalia and holding up a lechoba standing next to older healer in a blanket and regalia, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_27_05,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Healers|~|Women,,
Work,Ramakatane archive 285,ark:/21198/z12539kq,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0032_004.tif,,Ramakatane Archive (Lesotho National Museum),"Smiling infant in a baby bonnet seated on a straw mat, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_32_04,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Children,,
Work,Ramakatane archive 286,ark:/21198/z1xd2t20,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0032_006.tif,,Ramakatane Archive (Lesotho National Museum),"Man lying on his bed with bandaged thigh and achilles heel, photographed on location",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_32_06,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 287,ark:/21198/z1sn2296,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0033_006.tif,,Ramakatane Archive (Lesotho National Museum),"Standing man with thumb in his belt gesturing to his seated friend with hand placed under his chin, photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_33_06,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 288,ark:/21198/z1nw19j1,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0033_010.tif,,Ramakatane Archive (Lesotho National Museum),"Infant dressed in a diaper seated on straw mat with mouth open, teething beads (khoetsa), photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_33_10,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Children,,
Work,Ramakatane archive 289,ark:/21198/z1j40jv2,ark:/21198/z12r5hwv,asfds/lnm_ramakatane_a2_0036_003.tif,,Ramakatane Archive (Lesotho National Museum),"Two hidden figures making a political statement about upcoming elections by simulating the three political parties that would be contesting: BNP(peace sign), The BCP in the middle ( thumbs up signal), and Marematlou Party (open hand), photographed in Mr. M.T. Ramakatane's City Centre Studio",September - December 1969,1969-09/1969-12,,,,6 x 6cm,1 negative,,black-and-white photographs,,A2_Ramakatane_36_03,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,still image,copyrighted,https://www.plparchive.com/contact/,,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,
